#MPI calls:
#	MPI_Bcast
#	MPI_Alltoall
#	MPI_Allreduce
#Message sizes:
#	1
#	4
#	16
#	128
#	1024
#	10240
#	102400
#	1024000
#@operation=MPI.Op(Ptr{Nothing} @0x00007fba3849b100, nothing)
#@datatype=UInt8
#@nrep=20
#@root_proc=0
#@nprocs=4
#@verbose=true
process                                               test       nrep        count           time
      1                                       MPI_Alltoall         10            4   0.0000019910
      1                                       MPI_Alltoall         11            4   0.0000020130
      1                                       MPI_Alltoall         12            4   0.0000022190
      1                                       MPI_Alltoall         13            4   0.0000020900
      1                                       MPI_Alltoall         14            4   0.0000026260
      1                                       MPI_Alltoall         15            4   0.0000022470
      1                                       MPI_Alltoall         16            4   0.0000023010
      1                                       MPI_Alltoall         17            4   0.0000023150
      1                                       MPI_Alltoall         18            4   0.0000022280
      1                                       MPI_Alltoall         19            4   0.0000022360
      1                                       MPI_Alltoall         20            4   0.0000021580
      2                                       MPI_Alltoall          1            4   0.0000038950
      2                                       MPI_Alltoall          2            4   0.0000034790
      2                                       MPI_Alltoall          3            4   0.0000025480
      2                                       MPI_Alltoall          4            4   0.0000024030
      2                                       MPI_Alltoall          5            4   0.0000022700
      2                                       MPI_Alltoall          6            4   0.0000024430
      2                                       MPI_Alltoall          7            4   0.0000026440
      2                                       MPI_Alltoall          8            4   0.0000026390
      2                                       MPI_Alltoall          9            4   0.0000023660
      2                                       MPI_Alltoall         10            4   0.0000022140
      2                                       MPI_Alltoall         11            4   0.0000024070
      2                                       MPI_Alltoall         12            4   0.0000022980
      2                                       MPI_Alltoall         13            4   0.0000022190
      2                                       MPI_Alltoall         14            4   0.0000025890
      2                                       MPI_Alltoall         15            4   0.0000023410
      2                                       MPI_Alltoall         16            4   0.0000024400
      2                                       MPI_Alltoall         17            4   0.0000023950
      2                                       MPI_Alltoall         18            4   0.0000020320
      2                                       MPI_Alltoall         19            4   0.0000019730
      2                                       MPI_Alltoall         20            4   0.0000023440
      3                                       MPI_Alltoall          1            4   0.0000036920
      3                                       MPI_Alltoall          2            4   0.0000038070
      3                                       MPI_Alltoall          3            4   0.0000024390
      3                                       MPI_Alltoall          4            4   0.0000023290
      3                                       MPI_Alltoall          5            4   0.0000022570
      3                                       MPI_Alltoall          6            4   0.0000021790
      3                                       MPI_Alltoall          7            4   0.0000023390
      3                                       MPI_Alltoall          8            4   0.0000020970
      3                                       MPI_Alltoall          9            4   0.0000020450
      3                                       MPI_Alltoall         10            4   0.0000025370
      3                                       MPI_Alltoall         11            4   0.0000023910
      3                                       MPI_Alltoall         12            4   0.0000024120
      3                                       MPI_Alltoall         13            4   0.0000022880
      3                                       MPI_Alltoall         14            4   0.0000021020
      3                                       MPI_Alltoall         15            4   0.0000021070
      3                                       MPI_Alltoall         16            4   0.0000021210
      3                                       MPI_Alltoall         17            4   0.0000021180
      3                                       MPI_Alltoall         18            4   0.0000025190
      3                                       MPI_Alltoall         19            4   0.0000023680
      3                                       MPI_Alltoall         20            4   0.0000025480
      4                                       MPI_Alltoall          1            4   0.0000041560
      4                                       MPI_Alltoall          2            4   0.0000021780
      4                                       MPI_Alltoall          3            4   0.0000021260
      4                                       MPI_Alltoall          4            4   0.0000019950
      4                                       MPI_Alltoall          5            4   0.0000021560
      4                                       MPI_Alltoall          6            4   0.0000018660
      4                                       MPI_Alltoall          7            4   0.0000020720
      4                                       MPI_Alltoall          8            4   0.0000024120
      4                                       MPI_Alltoall          9            4   0.0000025550
      4                                       MPI_Alltoall         10            4   0.0000024300
      4                                       MPI_Alltoall         11            4   0.0000024360
      4                                       MPI_Alltoall         12            4   0.0000024170
      4                                       MPI_Alltoall         13            4   0.0000024740
      4                                       MPI_Alltoall         14            4   0.0000019470
      4                                       MPI_Alltoall         15            4   0.0000020590
      4                                       MPI_Alltoall         16            4   0.0000021970
      4                                       MPI_Alltoall         17            4   0.0000020660
      4                                       MPI_Alltoall         18            4   0.0000022930
      4                                       MPI_Alltoall         19            4   0.0000023160
      4                                       MPI_Alltoall         20            4   0.0000021400
      1                                      MPI_Allreduce          1            4   0.0000036030
      1                                      MPI_Allreduce          2            4   0.0000025550
      1                                      MPI_Allreduce          3            4   0.0000024850
      1                                      MPI_Allreduce          4            4   0.0000026640
      1                                      MPI_Allreduce          5            4   0.0000027640
      1                                      MPI_Allreduce          6            4   0.0000027010
      1                                      MPI_Allreduce          7            4   0.0000026580
      1                                      MPI_Allreduce          8            4   0.0000025570
      1                                      MPI_Allreduce          9            4   0.0000025350
      1                                      MPI_Allreduce         10            4   0.0000021250
      1                                      MPI_Allreduce         11            4   0.0000020820
      1                                      MPI_Allreduce         12            4   0.0000019360
      1                                      MPI_Allreduce         13            4   0.0000021190
      1                                      MPI_Allreduce         14            4   0.0000019730
      1                                      MPI_Allreduce         15            4   0.0000022020
      1                                      MPI_Allreduce         16            4   0.0000021400
      1                                      MPI_Allreduce         17            4   0.0000023190
      1                                      MPI_Allreduce         18            4   0.0000017870
      1                                      MPI_Allreduce         19            4   0.0000017340
      1                                      MPI_Allreduce         20            4   0.0000017030
      2                                      MPI_Allreduce          1            4   0.0000022610
      2                                      MPI_Allreduce          2            4   0.0000016850
      2                                      MPI_Allreduce          3            4   0.0000016100
      2                                      MPI_Allreduce          4            4   0.0000016180
      2                                      MPI_Allreduce          5            4   0.0000020690
      2                                      MPI_Allreduce          6            4   0.0000019850
      2                                      MPI_Allreduce          7            4   0.0000020820
      2                                      MPI_Allreduce          8            4   0.0000022780
      2                                      MPI_Allreduce          9            4   0.0000020890
      2                                      MPI_Allreduce         10            4   0.0000019570
      2                                      MPI_Allreduce         11            4   0.0000019430
      2                                      MPI_Allreduce         12            4   0.0000020310
      2                                      MPI_Allreduce         13            4   0.0000024340
      2                                      MPI_Allreduce         14            4   0.0000024420
      2                                      MPI_Allreduce         15            4   0.0000026220
      2                                      MPI_Allreduce         16            4   0.0000025790
      2                                      MPI_Allreduce         17            4   0.0000024300
      2                                      MPI_Allreduce         18            4   0.0000026770
      2                                      MPI_Allreduce         19            4   0.0000025810
      2                                      MPI_Allreduce         20            4   0.0000023180
      3                                      MPI_Allreduce          1            4   0.0000049240
      3                                      MPI_Allreduce          2            4   0.0000037360
      3                                      MPI_Allreduce          3            4   0.0000035770
      3                                      MPI_Allreduce          4            4   0.0000037860
      3                                      MPI_Allreduce          5            4   0.0000034930
      3                                      MPI_Allreduce          6            4   0.0000030850
      3                                      MPI_Allreduce          7            4   0.0000031730
      3                                      MPI_Allreduce          8            4   0.0000030190
      3                                      MPI_Allreduce          9            4   0.0000032970
      3                                      MPI_Allreduce         10            4   0.0000031720
      3                                      MPI_Allreduce         11            4   0.0000032010
      3                                      MPI_Allreduce         12            4   0.0000031090
      3                                      MPI_Allreduce         13            4   0.0000031120
      3                                      MPI_Allreduce         14            4   0.0000027500
      3                                      MPI_Allreduce         15            4   0.0000026530
      3                                      MPI_Allreduce         16            4   0.0000026750
      3                                      MPI_Allreduce         17            4   0.0000029230
      3                                      MPI_Allreduce         18            4   0.0000026520
      3                                      MPI_Allreduce         19            4   0.0000028680
